Unnamed: 0,id,user_id,timestamp,loan_amount,loan_purpose,outcome,interest,webvisit_id
2004,86321438,36071843,1527304618,280000,Refinance existing loans,REJECTED,8.7,
2027,45900390,16116169,1527723480,280000,Refinance existing loans,ACCEPTED,6.7,
2038,82256878,88449798,1526382412,30000,Buying a pet,ACCEPTED,7.0,
2053,91146005,42655584,1525908976,260000,buying a pet,REJECTED,8.7,
2054,24694252,47175827,1526455874,260000,Home purchase,REJECTED,7.0,
2071,19327517,58043487,1526242504,20000,Home purchase,REJECTED,8.7,
2110,23465074,33964219,1525689698,300000,Buying a pet,ACCEPTED,6.7,"(66728853,)"
2161,42424378,9866529,1527412601,90000,Home purchase,ACCEPTED,7.0,
2164,21485001,37718388,1525283485,40000,Home purchase,ACCEPTED,8.7,
2185,30870579,74383848,1526888269,200000,Home purchase,REJECTED,6.7,
2207,1258691,53686005,1525958490,240000,Home purchase,ACCEPTED,6.7,"(81884481,)"
2285,28646143,67493643,1526683633,270000,Refinance existing loans,REJECTED,7.0,"(34858442,)"
2306,89227913,88692709,1526825184,250000,Refinance existing loans,REJECTED,14.0,
2330,64617259,52352037,1526612295,150000,buying a pet,ACCEPTED,6.7,
2345,48603659,24424142,1525925017,80000,Refinance existing loans,ACCEPTED,8.7,
2354,56733469,2466313,1527599151,180000,Refinance existing loans,REJECTED,7.0,"(7491080,)"
2384,16554062,9808931,1525437352,50000,Buying a pet,ACCEPTED,6.7,
2396,45206486,96694964,1525925769,300000,home purchase,ACCEPTED,6.7,
2472,4996389,9015428,1525857787,120000,Refinance existing loans,REJECTED,14.0,
2528,75499478,36981474,1526164356,120000,Buying a pet,REJECTED,6.7,
2545,59391522,91002100,1525996140,300000,Buying a pet,ACCEPTED,8.7,
2599,13751340,192421,1527719265,280000,Refinance existing loans,REJECTED,6.7,
2611,66616652,25498346,1526353768,120000,Refinance existing loans,REJECTED,14.0,
2617,69481467,81648964,1525762265,40000,home purchase,REJECTED,14.0,
2628,83943382,77455397,1526168079,190000,Buying a pet,REJECTED,8.7,
2716,29025950,21320781,1526186771,300000,buying a pet,REJECTED,14.0,"(36284591,)"
2724,12428539,12208864,1525445073,220000,Refinance existing loans,REJECTED,8.7,
2726,90082194,10441017,1525777485,60000,home purchase,ACCEPTED,7.0,
2738,50161656,5808302,1527713373,220000,Refinance existing loans,ACCEPTED,8.7,"(50971012,)"
2779,80192439,72083011,1525137031,270000,Home purchase,ACCEPTED,6.7,
2818,74964688,41832353,1527682731,80000,Refinance existing loans,REJECTED,7.0,
2891,5628147,56212449,1527173870,30000,Home purchase,REJECTED,14.0,
2908,59353814,37630973,1526833874,230000,home purchase,ACCEPTED,6.7,
2977,67840636,67307977,1526181608,290000,Refinance existing loans,ACCEPTED,8.7,
2980,1263066,58495142,1525991411,230000,Refinance existing loans,REJECTED,6.7,
3053,66148149,83738927,1526144062,90000,Buying a pet,REJECTED,8.7,
3055,90648969,65044974,1525219234,40000,Refinance existing loans,ACCEPTED,7.0,"(49653628,)"
3088,17105739,83643134,1525632485,270000,Refinance existing loans,REJECTED,14.0,
3133,85426762,95420353,1525368635,210000,Buying a pet,ACCEPTED,7.0,"(48302076,)"
3161,94409733,23898833,1527246192,200000,Home purchase,REJECTED,14.0,
3194,78521727,50953199,1526657911,250000,buying a pet,REJECTED,6.7,
3206,94953253,29858220,1526627686,290000,Home purchase,REJECTED,7.0,
3222,74529401,5450903,1526121167,60000,Buying a pet,REJECTED,14.0,
3305,91694195,12386135,1525711651,260000,Home purchase,REJECTED,8.7,"(76228638,)"
3345,56157274,48441493,1527501250,20000,Refinance existing loans,REJECTED,7.0,
3421,53478036,28783720,1525389502,150000,Buying a pet,REJECTED,14.0,
3429,53418601,85221735,1525906215,270000,Buying a pet,REJECTED,6.7,
3443,81206889,62042185,1525886002,210000,Home purchase,REJECTED,14.0,
3470,81889480,12325410,1525234917,260000,Home purchase,REJECTED,14.0,
3482,64382886,72822875,1525884012,290000,Home purchase,ACCEPTED,7.0,
3515,51650713,88155172,1525363275,20000,Buying a pet,REJECTED,8.7,
3516,78197976,22646333,1527648124,300000,Home purchase,REJECTED,14.0,
3557,42125992,33256500,1525521956,210000,Buying a pet,REJECTED,8.7,
3595,74451199,25228522,1526430433,300000,Refinance existing loans,REJECTED,6.7,"(74176847,)"
3609,93468473,61627690,1525551395,220000,Refinance existing loans,REJECTED,8.7,
3646,2238263,39207658,1525408834,40000,Refinance existing loans,ACCEPTED,7.0,
3654,64176783,4743844,1525789766,150000,Home purchase,ACCEPTED,6.7,"(95116289,)"
3664,34376769,15687188,1525450041,70000,Home purchase,REJECTED,8.7,"(57655935,)"
3673,98827076,14285286,1526082271,270000,Home purchase,ACCEPTED,14.0,
3677,17902336,10605851,1527388016,150000,Buying a pet,ACCEPTED,6.7,"(83885272,)"
3702,9247087,77763764,1526111668,40000,Refinance existing loans,ACCEPTED,8.7,
3713,86790044,62741524,1525276267,20000,Buying a pet,ACCEPTED,14.0,
3714,60770089,61610116,1525156264,50000,Buying a pet,REJECTED,8.7,
3721,45953921,72316082,1526836251,240000,Refinance existing loans,REJECTED,7.0,"(40415740,)"
3727,76811952,89611283,1527264230,300000,home purchase,ACCEPTED,6.7,"(43207469,)"
3745,37454809,88250753,1527373940,250000,Refinance existing loans,REJECTED,14.0,
3781,50175741,8729064,1527083448,200000,Home purchase,REJECTED,6.7,
3797,9162048,27332075,1527560910,240000,Home purchase,REJECTED,14.0,"(38779179,)"
3824,910203,61845077,1526861232,240000,Refinance existing loans,REJECTED,8.7,
3845,6816036,60089699,1526483283,170000,Refinance existing loans,ACCEPTED,7.0,
3924,14580805,84271837,1526496126,220000,Refinance existing loans,REJECTED,6.7,
3992,79912620,29279319,1526528568,170000,Home purchase,REJECTED,14.0,
4027,62058747,60418343,1526059131,210000,Refinance existing loans,ACCEPTED,8.7,
4038,1005380,50807961,1527508616,20000,Home purchase,ACCEPTED,14.0,
4048,8011658,34232794,1526110096,260000,Buying a pet,ACCEPTED,7.0,
4071,96953359,22616933,1527324863,170000,Refinance existing loans,ACCEPTED,14.0,
4114,71358748,35297299,1526204478,40000,buying a pet,ACCEPTED,14.0,
4116,89268155,29217822,1525371528,80000,Refinance existing loans,ACCEPTED,14.0,
4160,19093003,67077543,1527511622,210000,Refinance existing loans,REJECTED,14.0,
4168,74553801,23614864,1525892249,40000,Refinance existing loans,ACCEPTED,7.0,
4182,16235606,9320006,1527070354,80000,Refinance existing loans,REJECTED,6.7,
4225,76785527,83406267,1527465002,170000,Home purchase,ACCEPTED,8.7,
4226,25259126,45954404,1526945134,200000,Home purchase,REJECTED,6.7,"(50082825,)"
4265,98187088,39761939,1526836956,120000,Buying a pet,REJECTED,7.0,
4267,17035103,26783818,1527025073,90000,Buying a pet,ACCEPTED,8.7,
4300,59379639,52823418,1525208985,270000,Buying a pet,REJECTED,8.7,
4355,53151528,77733355,1526547899,180000,home purchase,REJECTED,7.0,
4375,1008572,22032480,1527450190,300000,Refinance existing loans,ACCEPTED,6.7,"(41740954,)"
4415,56476189,87363450,1526413036,210000,Buying a pet,REJECTED,6.7,"(12795890,)"
4449,77694987,70467774,1527717808,70000,Home purchase,ACCEPTED,6.7,
4486,29416464,90924146,1527064661,290000,Refinance existing loans,REJECTED,7.0,
4504,1696868,23161139,1525718541,260000,home purchase,ACCEPTED,6.7,
4579,11460210,72282190,1525244245,220000,home purchase,REJECTED,6.7,
4597,58040866,71833805,1525199269,60000,Refinance existing loans,REJECTED,7.0,
4623,95158229,38820511,1526804195,230000,buying a pet,ACCEPTED,7.0,"(92107704,)"
4650,63761777,50683693,1527072480,80000,Home purchase,ACCEPTED,14.0,"(17134125,)"
4694,32423158,23900538,1527126555,100000,Home purchase,REJECTED,7.0,
4749,9458096,51055645,1526130535,100000,Refinance existing loans,REJECTED,8.7,"(52255044,)"
4805,42044028,40441871,1527719737,260000,Buying a pet,REJECTED,14.0,
4826,61566170,36443343,1527212122,190000,Refinance existing loans,ACCEPTED,14.0,"(62354452,)"
4830,17700077,17866549,1527577104,30000,buying a pet,ACCEPTED,6.7,
4884,99090649,40262198,1527476408,300000,Buying a pet,ACCEPTED,14.0,
4901,85632917,87891776,1526193511,290000,Home purchase,ACCEPTED,14.0,"(33940974,)"
4910,21681943,13267348,1525782870,250000,Home purchase,REJECTED,7.0,"(695848,)"
4970,71334770,42699373,1527012713,280000,Buying a pet,ACCEPTED,8.7,
4981,51253975,44443226,1526649715,200000,Home purchase,ACCEPTED,7.0,
5034,20510264,84488299,1527209373,190000,home purchase,ACCEPTED,14.0,"(33000867,)"
5084,63900011,59170329,1525322214,230000,Home purchase,ACCEPTED,8.7,"(6006348,)"
5127,34023515,39718245,1525846019,90000,Refinance existing loans,REJECTED,7.0,"(27106037,)"
5135,96916008,50517893,1526959375,40000,Home purchase,REJECTED,8.7,
5150,70034074,50326050,1526483936,250000,Refinance existing loans,ACCEPTED,8.7,"(67484193,)"
5176,75284167,95576397,1525281779,70000,home purchase,ACCEPTED,7.0,
5185,21465113,54286582,1525580153,50000,Refinance existing loans,ACCEPTED,14.0,"(95963275,)"
5219,36128667,99698519,1525549082,290000,Refinance existing loans,ACCEPTED,8.7,"(32666590,)"
5224,29604610,42796687,1525270642,20000,Buying a pet,ACCEPTED,6.7,"(17595368,)"
5241,77447987,77261402,1526813157,210000,home purchase,REJECTED,14.0,"(2500639,)"
5243,63669018,30163714,1526887877,300000,Refinance existing loans,REJECTED,8.7,"(46156249,)"
5272,34306525,40964771,1525357508,100000,Refinance existing loans,REJECTED,7.0,
5288,42087133,16550170,1525765067,180000,Refinance existing loans,REJECTED,6.7,
5290,94965001,82806872,1525974944,200000,Refinance existing loans,ACCEPTED,8.7,
5319,43933669,74301648,1525755830,270000,Refinance existing loans,REJECTED,14.0,
5343,96504128,36240495,1526668670,240000,Refinance existing loans,ACCEPTED,6.7,
5352,45918644,640203,1526590545,280000,Buying a pet,ACCEPTED,7.0,
5369,46445030,67776418,1527385504,60000,Buying a pet,REJECTED,14.0,
5374,48565696,37988407,1525667342,200000,buying a pet,REJECTED,8.7,
5388,94078046,4494493,1525886210,150000,Refinance existing loans,ACCEPTED,7.0,
5409,30274490,35387495,1526758830,120000,Refinance existing loans,REJECTED,14.0,"(93030458,)"
5458,48318747,64577050,1526983584,200000,Refinance existing loans,REJECTED,6.7,
5480,62656927,87952595,1526533431,170000,Home purchase,ACCEPTED,6.7,
5497,48829278,94767862,1526672261,20000,Home purchase,REJECTED,6.7,
5509,73231072,31659259,1525485138,300000,home purchase,ACCEPTED,14.0,"(31848524,)"
5519,45428312,77738255,1525516548,260000,Refinance existing loans,REJECTED,14.0,
5523,74736533,85265897,1525269541,210000,Home purchase,REJECTED,8.7,"(10944532,)"
5543,50114987,68481470,1525938252,80000,Refinance existing loans,REJECTED,7.0,
5584,15235801,57002141,1526156513,250000,home purchase,REJECTED,7.0,
5612,37590901,65762511,1525624729,200000,Refinance existing loans,ACCEPTED,14.0,
5623,11834853,38277095,1527303504,100000,buying a pet,ACCEPTED,8.7,
5628,84865582,65543654,1526044781,30000,Refinance existing loans,ACCEPTED,14.0,
5632,19899939,91823565,1527700602,220000,Buying a pet,ACCEPTED,8.7,
5646,52061151,47715804,1526405282,190000,Refinance existing loans,REJECTED,14.0,
5681,27966625,62566855,1526114658,190000,Buying a pet,REJECTED,6.7,"(58487112,)"
5696,33416079,23209062,1525257728,100000,Refinance existing loans,ACCEPTED,14.0,
5753,45694547,55487340,1526370428,270000,Buying a pet,REJECTED,14.0,
5813,97391271,3727593,1527625108,170000,Refinance existing loans,REJECTED,6.7,
5817,57546051,93081024,1525546096,80000,Refinance existing loans,ACCEPTED,6.7,
5871,80980388,11830014,1527449995,100000,Home purchase,REJECTED,8.7,
5886,75910920,75471792,1526757794,30000,Refinance existing loans,REJECTED,6.7,"(62277069,)"
5953,25935356,97205391,1525953686,80000,Home purchase,ACCEPTED,14.0,"(29774324,)"
5976,52265478,8829035,1525783596,60000,Buying a pet,ACCEPTED,6.7,
6012,96902979,37587160,1526605210,180000,home purchase,ACCEPTED,6.7,
6024,94423848,54650236,1526611276,220000,home purchase,REJECTED,8.7,
6028,76484399,47467984,1527006980,40000,Refinance existing loans,REJECTED,7.0,
6070,83962935,69905263,1527140280,270000,Refinance existing loans,REJECTED,14.0,"(178411,)"
6113,59489300,1484293,1527599540,30000,Refinance existing loans,REJECTED,14.0,"(35958411,)"
6160,87965501,14560611,1525376548,40000,Refinance existing loans,ACCEPTED,8.7,"(41799400,)"
6174,76036929,19893066,1525829167,250000,Buying a pet,ACCEPTED,6.7,
6176,29502293,34257900,1526315490,300000,Refinance existing loans,ACCEPTED,8.7,
6193,15956367,87334682,1525599515,280000,Refinance existing loans,ACCEPTED,7.0,
6200,36515708,39654393,1526495754,180000,home purchase,ACCEPTED,8.7,
6201,37481605,32570235,1527075149,250000,Refinance existing loans,ACCEPTED,14.0,
6292,16407232,67989455,1527332431,190000,Refinance existing loans,ACCEPTED,6.7,
6317,94817153,28003377,1527715826,300000,Home purchase,ACCEPTED,14.0,
6318,67401463,99398926,1525887167,90000,Buying a pet,ACCEPTED,6.7,
6321,54331978,10893808,1526374636,50000,Refinance existing loans,REJECTED,7.0,"(91080645,)"
6354,2125882,10589495,1526899913,30000,Refinance existing loans,REJECTED,8.7,
6414,39215236,45819593,1525808410,80000,Buying a pet,REJECTED,14.0,
6484,79722302,20634079,1525553220,250000,Home purchase,REJECTED,6.7,
6490,49277886,27428259,1526793169,170000,Buying a pet,REJECTED,6.7,
6497,28108516,61484378,1525705751,230000,Buying a pet,ACCEPTED,6.7,"(95382653,)"
6516,67344169,84330309,1525395103,190000,Buying a pet,ACCEPTED,14.0,
6533,93174206,36710132,1527242454,260000,Refinance existing loans,REJECTED,6.7,
6570,17767337,54917108,1526369399,100000,Buying a pet,ACCEPTED,6.7,"(76165575,)"
6618,16938191,42831160,1527072325,290000,Buying a pet,REJECTED,8.7,
6641,39031842,44415506,1527603975,120000,Buying a pet,ACCEPTED,7.0,
6669,15968905,9379603,1527219280,230000,buying a pet,REJECTED,6.7,
6682,33890737,82956443,1525307797,200000,Refinance existing loans,ACCEPTED,7.0,
6707,30871044,89297685,1526533750,250000,Refinance existing loans,REJECTED,14.0,
6723,93299448,18317203,1525236389,210000,buying a pet,ACCEPTED,7.0,
6728,1442999,35595883,1526376393,20000,Refinance existing loans,REJECTED,7.0,
6758,11931828,29690378,1525263685,200000,Refinance existing loans,REJECTED,6.7,"(98556511,)"
6772,83186381,53891235,1527658891,90000,Buying a pet,REJECTED,6.7,"(40422572,)"
6796,89878249,32647205,1525388769,280000,Buying a pet,ACCEPTED,7.0,
6805,35617964,40301649,1525962238,190000,Refinance existing loans,ACCEPTED,14.0,
6815,17440962,54953742,1525341867,120000,Refinance existing loans,ACCEPTED,14.0,"(57682437,)"
6827,87721609,6777039,1525569225,280000,Buying a pet,REJECTED,14.0,
6831,34023579,92178188,1527097045,290000,Refinance existing loans,REJECTED,6.7,
6924,61153256,56716320,1527200107,60000,home purchase,ACCEPTED,7.0,
6928,19704312,97882188,1526051814,60000,Refinance existing loans,REJECTED,8.7,
6962,80900108,50066636,1526619415,70000,Refinance existing loans,REJECTED,7.0,"(88656909,)"
7013,65787911,32285410,1526197067,50000,Refinance existing loans,REJECTED,7.0,
7064,49760431,18077478,1525225409,30000,Refinance existing loans,REJECTED,14.0,
7113,11509764,31054132,1527262390,50000,Buying a pet,REJECTED,6.7,"(58356425,)"
7145,3646578,91138009,1527421448,280000,Home purchase,REJECTED,8.7,"(38930006,)"
7147,12205516,70637957,1526311289,100000,Buying a pet,ACCEPTED,8.7,"(94310857,)"
7165,61547873,45956399,1525529509,80000,Refinance existing loans,ACCEPTED,8.7,
7185,39068723,20990794,1527537146,190000,buying a pet,REJECTED,14.0,
7221,67266409,22327075,1525395945,230000,Refinance existing loans,REJECTED,8.7,"(93965505,)"
7233,42772937,26922799,1525202992,230000,Buying a pet,REJECTED,7.0,
7249,68043788,93470424,1527107718,180000,Buying a pet,REJECTED,14.0,"(71358927,)"
7282,49135609,32767999,1527137450,50000,Buying a pet,REJECTED,7.0,"(48835405,)"
7286,24981328,27951412,1525584067,220000,Refinance existing loans,ACCEPTED,14.0,"(21888302,)"
7394,98374532,56915764,1526477431,80000,Buying a pet,ACCEPTED,6.7,
7452,92820993,79885488,1526223292,200000,Home purchase,ACCEPTED,6.7,"(63805912,)"
7453,5387330,79721869,1526190022,250000,Refinance existing loans,REJECTED,8.7,
7480,17271592,8760629,1526139438,260000,Home purchase,ACCEPTED,8.7,
7487,76279668,97061391,1525291935,270000,Buying a pet,ACCEPTED,14.0,
7489,55043556,15876371,1525201901,90000,Refinance existing loans,REJECTED,14.0,
7501,80511006,30378106,1526265157,170000,Home purchase,REJECTED,14.0,
7524,74158288,27300765,1525718573,30000,buying a pet,ACCEPTED,7.0,"(47948497,)"
7526,61629786,16741900,1525147419,170000,Refinance existing loans,REJECTED,6.7,
7530,76724528,59270354,1526321829,220000,Buying a pet,REJECTED,8.7,
7580,76224477,68935183,1527560076,260000,Refinance existing loans,ACCEPTED,8.7,
7608,87449720,46636952,1526382445,260000,Refinance existing loans,ACCEPTED,7.0,
7617,6868329,38599415,1526601480,60000,home purchase,ACCEPTED,8.7,
7649,40539283,23068686,1527294661,20000,Buying a pet,ACCEPTED,14.0,
7702,42518333,86059831,1526882815,270000,Refinance existing loans,ACCEPTED,7.0,
7703,47837347,86059831,1525839986,250000,buying a pet,ACCEPTED,14.0,
7705,95722908,17015851,1526653498,170000,Home purchase,ACCEPTED,7.0,"(64806799,)"
7758,43037547,92734286,1526759500,90000,Refinance existing loans,REJECTED,6.7,
7797,58003239,64438341,1525842057,100000,Refinance existing loans,REJECTED,14.0,"(79088148,)"
7808,52159527,70264356,1527540181,100000,home purchase,REJECTED,7.0,"(74167649,)"
7822,52764736,86587262,1526621092,70000,Refinance existing loans,REJECTED,8.7,
7850,48511576,22000205,1527178547,120000,Refinance existing loans,REJECTED,14.0,"(22378545,)"
7851,76674969,53997152,1527333974,100000,Buying a pet,REJECTED,14.0,
7854,12419764,11061442,1527060817,120000,home purchase,ACCEPTED,6.7,
7901,67779787,64647945,1525186553,210000,home purchase,ACCEPTED,8.7,
7917,77946809,11190408,1526100746,270000,Buying a pet,REJECTED,8.7,
7923,82498641,99783679,1527431748,150000,Home purchase,REJECTED,14.0,
7968,48300363,19162839,1526413018,250000,Home purchase,ACCEPTED,7.0,
7979,42340924,89689191,1526685048,200000,buying a pet,REJECTED,8.7,"(55682377,)"
7982,96709511,73103593,1526968799,270000,home purchase,REJECTED,7.0,"(3569695,)"
8015,91173347,96570082,1526794347,30000,Buying a pet,REJECTED,6.7,
8020,56577395,43055178,1526693061,40000,Buying a pet,REJECTED,14.0,"(49251089,)"
8025,86010908,4618823,1525312563,150000,Refinance existing loans,REJECTED,7.0,"(94968655,)"
8027,21508904,10146892,1525429470,120000,Buying a pet,ACCEPTED,8.7,
8057,72863523,52507675,1526883527,70000,Refinance existing loans,ACCEPTED,8.7,
8069,49857866,55840254,1527236320,150000,Refinance existing loans,REJECTED,7.0,
8072,10752172,97061108,1525847136,20000,Buying a pet,REJECTED,7.0,
8149,44540782,95892237,1525655791,260000,Refinance existing loans,REJECTED,8.7,"(24666657,)"
8173,95081302,28582890,1525305895,200000,Home purchase,ACCEPTED,6.7,"(78786631,)"
8184,23142327,31805694,1527156022,150000,Refinance existing loans,REJECTED,6.7,
8185,93340240,38042354,1526903545,260000,Home purchase,ACCEPTED,14.0,
8186,1299146,38042354,1527139250,170000,buying a pet,REJECTED,8.7,
8208,40833822,79724443,1526584303,270000,Home purchase,ACCEPTED,6.7,
8214,75298329,58693634,1525951550,20000,Refinance existing loans,REJECTED,14.0,
8224,78654811,57651352,1526524792,150000,Home purchase,REJECTED,14.0,
8244,89754689,29817,1525639360,290000,Home purchase,ACCEPTED,8.7,
8250,50590486,55470920,1526726058,220000,home purchase,REJECTED,14.0,
8263,73280996,32512732,1525759689,240000,Refinance existing loans,ACCEPTED,6.7,"(5901104,)"
8298,15437643,57353715,1526496134,190000,Refinance existing loans,ACCEPTED,6.7,
8342,77608254,76875008,1526947073,40000,Home purchase,REJECTED,8.7,
8343,81110558,96435374,1526694041,290000,Refinance existing loans,REJECTED,14.0,
8385,2628098,38092590,1525458700,50000,Refinance existing loans,ACCEPTED,8.7,
8394,88714937,83431302,1527400016,220000,Refinance existing loans,REJECTED,8.7,
8398,90310052,23347608,1525948977,80000,Refinance existing loans,REJECTED,8.7,
8416,62750066,85329911,1526007074,230000,Buying a pet,REJECTED,8.7,"(74953294,)"
8444,77037249,1545192,1526961506,200000,Home purchase,REJECTED,6.7,
8478,27958234,53612026,1526072798,300000,Buying a pet,ACCEPTED,6.7,"(12760783,)"
8485,17437748,28087589,1525625635,20000,home purchase,REJECTED,8.7,
8547,7212238,79507052,1527722852,190000,Refinance existing loans,ACCEPTED,6.7,
8551,73384603,67993394,1525157206,50000,Buying a pet,ACCEPTED,8.7,
8613,16324203,75787603,1525719466,20000,Refinance existing loans,ACCEPTED,7.0,
8647,50834214,29989977,1526654230,50000,buying a pet,REJECTED,14.0,
8671,27195869,98669834,1525623599,60000,Buying a pet,REJECTED,14.0,
8674,93633294,21012688,1526046430,20000,Home purchase,ACCEPTED,6.7,
8677,95124621,83671257,1525633945,300000,buying a pet,ACCEPTED,8.7,
8718,15643943,45605188,1527600719,50000,buying a pet,ACCEPTED,8.7,
8733,40877007,72239464,1525880731,90000,Refinance existing loans,REJECTED,14.0,"(73478620,)"
8745,39896656,18426862,1525910288,180000,home purchase,ACCEPTED,6.7,
8788,36908448,93144271,1525231503,230000,Buying a pet,ACCEPTED,8.7,
8817,1483499,46724763,1525176493,220000,buying a pet,REJECTED,8.7,
8825,50764502,44256365,1527602804,60000,Refinance existing loans,REJECTED,14.0,"(65597886,)"
8838,24745004,66208954,1525855004,270000,Buying a pet,ACCEPTED,7.0,"(80634063,)"
8848,79214959,56879528,1527502121,70000,Refinance existing loans,REJECTED,8.7,"(33001946,)"
8852,14118324,98799916,1527163110,200000,Refinance existing loans,ACCEPTED,8.7,
8853,91413139,37259479,1527543187,100000,Refinance existing loans,REJECTED,7.0,"(15562658,)"
8905,72426763,56474419,1526705574,210000,Home purchase,ACCEPTED,14.0,
8909,95342467,40805461,1525165090,90000,Refinance existing loans,REJECTED,8.7,
8958,82994136,27571584,1525380911,70000,Refinance existing loans,REJECTED,7.0,"(33025175,)"
8965,96079358,66643122,1527312327,230000,Refinance existing loans,ACCEPTED,14.0,
8989,42068289,60501773,1525609431,290000,Refinance existing loans,REJECTED,7.0,
9000,2233304,65797424,1526391421,210000,Refinance existing loans,REJECTED,8.7,
9023,3248024,15908112,1525687228,200000,Buying a pet,ACCEPTED,14.0,
9033,96267238,44314414,1527007509,210000,Buying a pet,ACCEPTED,6.7,
9057,27555635,68466152,1527364912,150000,Refinance existing loans,REJECTED,14.0,
9079,38325289,69694100,1527700262,20000,Buying a pet,ACCEPTED,14.0,
9181,68606598,18949107,1526738069,150000,Home purchase,ACCEPTED,6.7,
9185,18056263,26540658,1525535309,300000,home purchase,ACCEPTED,6.7,"(50749656,)"
9186,585833,26540658,1525679066,80000,Refinance existing loans,REJECTED,14.0,
9201,13953999,89081185,1525998165,50000,Refinance existing loans,REJECTED,8.7,
9217,97596419,30072903,1525720490,180000,Refinance existing loans,ACCEPTED,8.7,
9244,8087953,71262563,1527181634,200000,Buying a pet,ACCEPTED,6.7,
9285,52987494,57845653,1525457367,120000,Buying a pet,ACCEPTED,14.0,
9309,50832379,61523807,1526573472,190000,Home purchase,ACCEPTED,14.0,"(49228405,)"
9330,56036815,8668978,1527456418,120000,Refinance existing loans,REJECTED,14.0,
9344,86427933,72552310,1526594034,280000,buying a pet,ACCEPTED,14.0,"(93205260,)"
9353,21861581,93798112,1525575174,90000,Refinance existing loans,ACCEPTED,14.0,
9369,27069474,67373467,1525463999,80000,Refinance existing loans,REJECTED,6.7,
9418,5495880,95071102,1527432022,50000,Refinance existing loans,REJECTED,8.7,
9428,99067535,97576740,1527137430,300000,Refinance existing loans,REJECTED,6.7,
9456,63655926,32018142,1525414901,230000,Refinance existing loans,ACCEPTED,6.7,
9488,5757687,81266329,1527061593,240000,Refinance existing loans,REJECTED,14.0,
9507,73194396,18955660,1525626160,100000,Refinance existing loans,REJECTED,14.0,"(50840467,)"
9537,83326301,1256842,1527520926,100000,Home purchase,ACCEPTED,7.0,
9582,57288945,40392428,1526553916,180000,Home purchase,REJECTED,7.0,
9616,17023446,79815443,1526466963,280000,Refinance existing loans,REJECTED,8.7,
9623,7403481,70518154,1527022643,280000,Home purchase,ACCEPTED,8.7,
9638,3864162,71345202,1525510092,20000,home purchase,REJECTED,6.7,
9705,55597992,66428404,1526103006,260000,Buying a pet,ACCEPTED,6.7,
9723,51145360,15676497,1527551246,120000,Buying a pet,REJECTED,7.0,"(80657329,)"
9758,70875548,1333847,1525509882,50000,Refinance existing loans,REJECTED,8.7,
9799,64480194,75704223,1527281378,200000,Refinance existing loans,REJECTED,8.7,"(30936316,)"
9800,28602329,37993191,1525654369,60000,buying a pet,REJECTED,6.7,
9823,75423722,79712169,1526575087,120000,Home purchase,ACCEPTED,8.7,
9847,99271760,38670365,1526710551,290000,Refinance existing loans,REJECTED,8.7,
9852,3393162,53156461,1525271765,40000,Refinance existing loans,REJECTED,6.7,
9862,52615745,41015898,1526920382,70000,Home purchase,REJECTED,8.7,"(85695602,)"
9868,24363686,10641570,1527716220,100000,Refinance existing loans,REJECTED,7.0,"(17461279,)"
9989,34908471,81512113,1527372456,210000,home purchase,REJECTED,8.7,
9992,91315035,68577757,1526900048,40000,Refinance existing loans,REJECTED,7.0,"(23949300,)"
9999,72826822,84732159,1526925948,210000,Refinance existing loans,REJECTED,6.7,"(84278751,)"
10000,93348463,66180389,1525527602,270000,Refinance existing loans,ACCEPTED,7.0,
10049,2296293,58753909,1525826725,240000,Buying a pet,REJECTED,6.7,
10058,12811587,34677367,1526458121,180000,Home purchase,ACCEPTED,14.0,
10064,46431999,17742783,1527151210,90000,Buying a pet,REJECTED,6.7,
10066,36994619,21444418,1527511132,100000,Refinance existing loans,ACCEPTED,14.0,
10094,52308029,18890788,1525831283,90000,buying a pet,REJECTED,8.7,
10096,78652161,40571062,1527269790,210000,buying a pet,ACCEPTED,8.7,
10104,42804406,39467937,1525521942,190000,buying a pet,REJECTED,8.7,
10117,80596924,40102092,1526539558,60000,Refinance existing loans,REJECTED,7.0,
10131,71073892,47674307,1526402766,70000,buying a pet,ACCEPTED,8.7,
10150,36934815,59240450,1526607452,260000,Refinance existing loans,REJECTED,6.7,"(33408452,)"
10183,47927482,96150135,1527263252,220000,Buying a pet,REJECTED,8.7,
10213,93888943,70655514,1527672016,300000,Home purchase,REJECTED,14.0,"(3145237,)"
10234,94847629,37206593,1526924708,50000,buying a pet,ACCEPTED,7.0,"(71118221,)"
10244,47873022,18416689,1525838961,20000,home purchase,REJECTED,6.7,"(64491828,)"
10273,30181724,92015911,1527449909,200000,Home purchase,REJECTED,6.7,"(40385799,)"
10287,24202841,80943174,1527721705,210000,Refinance existing loans,ACCEPTED,14.0,
10323,89819714,64772172,1526114173,240000,Buying a pet,ACCEPTED,14.0,"(90016511,)"
10324,43665014,64772172,1526947018,60000,Buying a pet,ACCEPTED,6.7,
10388,84359049,55638174,1525526777,260000,Home purchase,REJECTED,7.0,"(64550272,)"
10391,26290228,54587026,1527288057,270000,Home purchase,REJECTED,7.0,
10457,50281252,6483079,1527019505,60000,Buying a pet,ACCEPTED,6.7,
10487,11020660,85978148,1525928587,200000,Refinance existing loans,REJECTED,6.7,"(15304780,)"
